,DATUM,JAHR,MONAT,KW,TAG,WOCHENTAG,START,ENDE,P1_START,P1_ENDE,P2_START,P2_ENDE,P3_START,P3_ENDE,ARBEITSZEIT_MIN,FEIERTAG,AENDERUNG_DATUM,AENDERUNG_USER
490,2013-07-10 00:00:00,2013,7,28,10,3,2013-07-10 06:00:00,2013-07-10 22:30:00,2013-07-10 11:30:00,2013-07-10 12:00:00,2013-07-10 16:30:00,2013-07-10 17:00:00,2013-07-10 00:00:00,2013-07-10 00:00:00,930,0,2013-01-17 14:59:52,KS
491,2013-07-11 00:00:00,2013,7,28,11,4,2013-07-11 06:00:00,2013-07-11 22:30:00,2013-07-11 11:30:00,2013-07-11 12:00:00,2013-07-11 16:30:00,2013-07-11 17:00:00,2013-07-11 00:00:00,2013-07-11 00:00:00,930,0,2013-01-17 14:59:52,KS
492,2013-07-12 00:00:00,2013,7,28,12,5,2013-07-12 06:00:00,2013-07-12 22:30:00,2013-07-12 11:30:00,2013-07-12 12:00:00,2013-07-12 16:30:00,2013-07-12 17:00:00,2013-07-12 00:00:00,2013-07-12 00:00:00,930,0,2013-01-17 14:59:52,KS
493,2013-07-15 00:00:00,2013,7,29,15,1,2013-07-15 06:00:00,2013-07-15 22:30:00,2013-07-15 11:30:00,2013-07-15 12:00:00,2013-07-15 16:30:00,2013-07-15 17:00:00,2013-07-15 00:00:00,2013-07-15 00:00:00,930,0,2013-01-17 14:59:52,KS
494,2013-07-16 00:00:00,2013,7,29,16,2,2013-07-16 06:00:00,2013-07-16 22:30:00,2013-07-16 11:30:00,2013-07-16 12:00:00,2013-07-16 16:30:00,2013-07-16 17:00:00,2013-07-16 00:00:00,2013-07-16 00:00:00,930,0,2013-01-17 14:59:52,KS
495,2013-07-17 00:00:00,2013,7,29,17,3,2013-07-17 06:00:00,2013-07-17 22:30:00,2013-07-17 11:30:00,2013-07-17 12:00:00,2013-07-17 16:30:00,2013-07-17 17:00:00,2013-07-17 00:00:00,2013-07-17 00:00:00,930,0,2013-01-17 14:59:52,KS
496,2013-07-18 00:00:00,2013,7,29,18,4,2013-07-18 06:00:00,2013-07-18 22:30:00,2013-07-18 11:30:00,2013-07-18 12:00:00,2013-07-18 16:30:00,2013-07-18 17:00:00,2013-07-18 00:00:00,2013-07-18 00:00:00,930,0,2013-01-17 14:59:52,KS
497,2013-07-19 00:00:00,2013,7,29,19,5,2013-07-19 06:00:00,2013-07-19 22:30:00,2013-07-19 11:30:00,2013-07-19 12:00:00,2013-07-19 16:30:00,2013-07-19 17:00:00,2013-07-19 00:00:00,2013-07-19 00:00:00,930,0,2013-01-17 14:59:52,KS
498,2013-07-22 00:00:00,2013,7,30,22,1,2013-07-22 06:00:00,2013-07-22 22:30:00,2013-07-22 11:30:00,2013-07-22 12:00:00,2013-07-22 16:30:00,2013-07-22 17:00:00,2013-07-22 00:00:00,2013-07-22 00:00:00,930,0,2013-01-17 14:59:52,KS
499,2013-07-23 00:00:00,2013,7,30,23,2,2013-07-23 06:00:00,2013-07-23 22:30:00,2013-07-23 11:30:00,2013-07-23 12:00:00,2013-07-23 16:30:00,2013-07-23 17:00:00,2013-07-23 00:00:00,2013-07-23 00:00:00,930,0,2013-01-17 14:59:52,KS
500,2013-07-24 00:00:00,2013,7,30,24,3,2013-07-24 06:00:00,2013-07-24 22:30:00,2013-07-24 11:30:00,2013-07-24 12:00:00,2013-07-24 16:30:00,2013-07-24 17:00:00,2013-07-24 00:00:00,2013-07-24 00:00:00,930,0,2013-01-17 14:59:52,KS
501,2013-07-25 00:00:00,2013,7,30,25,4,2013-07-25 06:00:00,2013-07-25 22:30:00,2013-07-25 11:30:00,2013-07-25 12:00:00,2013-07-25 16:30:00,2013-07-25 17:00:00,2013-07-25 00:00:00,2013-07-25 00:00:00,930,0,2013-01-17 14:59:52,KS
502,2013-07-26 00:00:00,2013,7,30,26,5,2013-07-26 06:00:00,2013-07-26 22:30:00,2013-07-26 11:30:00,2013-07-26 12:00:00,2013-07-26 16:30:00,2013-07-26 17:00:00,2013-07-26 00:00:00,2013-07-26 00:00:00,930,0,2013-01-17 14:59:52,KS
503,2013-07-29 00:00:00,2013,7,31,29,1,2013-07-29 06:00:00,2013-07-29 22:30:00,2013-07-29 11:30:00,2013-07-29 12:00:00,2013-07-29 16:30:00,2013-07-29 17:00:00,2013-07-29 00:00:00,2013-07-29 00:00:00,930,0,2013-01-17 14:59:52,KS
504,2013-07-30 00:00:00,2013,7,31,30,2,2013-07-30 06:00:00,2013-07-30 22:30:00,2013-07-30 11:30:00,2013-07-30 12:00:00,2013-07-30 16:30:00,2013-07-30 17:00:00,2013-07-30 00:00:00,2013-07-30 00:00:00,930,0,2013-01-17 14:59:52,KS
505,2013-07-31 00:00:00,2013,7,31,31,3,2013-07-31 06:00:00,2013-07-31 22:30:00,2013-07-31 11:30:00,2013-07-31 12:00:00,2013-07-31 16:30:00,2013-07-31 17:00:00,2013-07-31 00:00:00,2013-07-31 00:00:00,930,0,2013-01-17 14:59:52,KS
506,2013-08-01 00:00:00,2013,8,31,1,4,2013-08-01 06:00:00,2013-08-01 22:30:00,2013-08-01 11:30:00,2013-08-01 12:00:00,2013-08-01 16:30:00,2013-08-01 17:00:00,2013-08-01 00:00:00,2013-08-01 00:00:00,930,0,2013-01-17 14:59:52,KS
507,2013-08-02 00:00:00,2013,8,31,2,5,2013-08-02 06:00:00,2013-08-02 22:30:00,2013-08-02 11:30:00,2013-08-02 12:00:00,2013-08-02 16:30:00,2013-08-02 17:00:00,2013-08-02 00:00:00,2013-08-02 00:00:00,930,0,2013-01-17 14:59:52,KS
508,2013-08-05 00:00:00,2013,8,32,5,1,2013-08-05 06:00:00,2013-08-05 22:30:00,2013-08-05 11:30:00,2013-08-05 12:00:00,2013-08-05 16:30:00,2013-08-05 17:00:00,2013-08-05 00:00:00,2013-08-05 00:00:00,930,0,2013-01-17 14:59:52,KS
509,2013-08-06 00:00:00,2013,8,32,6,2,2013-08-06 06:00:00,2013-08-06 22:30:00,2013-08-06 11:30:00,2013-08-06 12:00:00,2013-08-06 16:30:00,2013-08-06 17:00:00,2013-08-06 00:00:00,2013-08-06 00:00:00,930,0,2013-01-17 14:59:52,KS
510,2013-08-07 00:00:00,2013,8,32,7,3,2013-08-07 06:00:00,2013-08-07 22:30:00,2013-08-07 11:30:00,2013-08-07 12:00:00,2013-08-07 16:30:00,2013-08-07 17:00:00,2013-08-07 00:00:00,2013-08-07 00:00:00,930,0,2013-01-17 14:59:52,KS
511,2013-08-08 00:00:00,2013,8,32,8,4,2013-08-08 06:00:00,2013-08-08 22:30:00,2013-08-08 11:30:00,2013-08-08 12:00:00,2013-08-08 16:30:00,2013-08-08 17:00:00,2013-08-08 00:00:00,2013-08-08 00:00:00,930,0,2013-01-17 14:59:52,KS
512,2013-08-09 00:00:00,2013,8,32,9,5,2013-08-09 06:00:00,2013-08-09 22:30:00,2013-08-09 11:30:00,2013-08-09 12:00:00,2013-08-09 16:30:00,2013-08-09 17:00:00,2013-08-09 00:00:00,2013-08-09 00:00:00,930,0,2013-01-17 14:59:52,KS
513,2013-08-12 00:00:00,2013,8,33,12,1,2013-08-12 06:00:00,2013-08-12 22:30:00,2013-08-12 11:30:00,2013-08-12 12:00:00,2013-08-12 16:30:00,2013-08-12 17:00:00,2013-08-12 00:00:00,2013-08-12 00:00:00,930,0,2013-01-17 14:59:52,KS
514,2013-08-13 00:00:00,2013,8,33,13,2,2013-08-13 06:00:00,2013-08-13 22:30:00,2013-08-13 11:30:00,2013-08-13 12:00:00,2013-08-13 16:30:00,2013-08-13 17:00:00,2013-08-13 00:00:00,2013-08-13 00:00:00,930,0,2013-01-17 14:59:52,KS
515,2013-08-14 00:00:00,2013,8,33,14,3,2013-08-14 06:00:00,2013-08-14 22:30:00,2013-08-14 11:30:00,2013-08-14 12:00:00,2013-08-14 16:30:00,2013-08-14 17:00:00,2013-08-14 00:00:00,2013-08-14 00:00:00,930,0,2013-01-17 14:59:52,KS
516,2013-08-15 00:00:00,2013,8,33,15,4,2013-08-15 06:00:00,2013-08-15 22:30:00,2013-08-15 11:30:00,2013-08-15 12:00:00,2013-08-15 16:30:00,2013-08-15 17:00:00,2013-08-15 00:00:00,2013-08-15 00:00:00,930,0,2013-01-17 14:59:52,KS
517,2013-08-16 00:00:00,2013,8,33,16,5,2013-08-16 06:00:00,2013-08-16 22:30:00,2013-08-16 11:30:00,2013-08-16 12:00:00,2013-08-16 16:30:00,2013-08-16 17:00:00,2013-08-16 00:00:00,2013-08-16 00:00:00,930,0,2013-01-17 14:59:52,KS
518,2013-08-19 00:00:00,2013,8,34,19,1,2013-08-19 06:00:00,2013-08-19 22:30:00,2013-08-19 11:30:00,2013-08-19 12:00:00,2013-08-19 16:30:00,2013-08-19 17:00:00,2013-08-19 00:00:00,2013-08-19 00:00:00,930,0,2013-01-17 14:59:52,KS
519,2013-08-20 00:00:00,2013,8,34,20,2,2013-08-20 06:00:00,2013-08-20 22:30:00,2013-08-20 11:30:00,2013-08-20 12:00:00,2013-08-20 16:30:00,2013-08-20 17:00:00,2013-08-20 00:00:00,2013-08-20 00:00:00,930,0,2013-01-17 14:59:52,KS
520,2013-08-21 00:00:00,2013,8,34,21,3,2013-08-21 06:00:00,2013-08-21 22:30:00,2013-08-21 11:30:00,2013-08-21 12:00:00,2013-08-21 16:30:00,2013-08-21 17:00:00,2013-08-21 00:00:00,2013-08-21 00:00:00,930,0,2013-01-17 14:59:52,KS
521,2013-08-22 00:00:00,2013,8,34,22,4,2013-08-22 06:00:00,2013-08-22 22:30:00,2013-08-22 11:30:00,2013-08-22 12:00:00,2013-08-22 16:30:00,2013-08-22 17:00:00,2013-08-22 00:00:00,2013-08-22 00:00:00,930,0,2013-01-17 14:59:52,KS
522,2013-08-23 00:00:00,2013,8,34,23,5,2013-08-23 06:00:00,2013-08-23 22:30:00,2013-08-23 11:30:00,2013-08-23 12:00:00,2013-08-23 16:30:00,2013-08-23 17:00:00,2013-08-23 00:00:00,2013-08-23 00:00:00,930,0,2013-01-17 14:59:52,KS
523,2013-08-26 00:00:00,2013,8,35,26,1,2013-08-26 06:00:00,2013-08-26 22:30:00,2013-08-26 11:30:00,2013-08-26 12:00:00,2013-08-26 16:30:00,2013-08-26 17:00:00,2013-08-26 00:00:00,2013-08-26 00:00:00,930,0,2013-01-17 14:59:52,KS
524,2013-08-27 00:00:00,2013,8,35,27,2,2013-08-27 06:00:00,2013-08-27 22:30:00,2013-08-27 11:30:00,2013-08-27 12:00:00,2013-08-27 16:30:00,2013-08-27 17:00:00,2013-08-27 00:00:00,2013-08-27 00:00:00,930,0,2013-01-17 14:59:52,KS
525,2013-08-28 00:00:00,2013,8,35,28,3,2013-08-28 06:00:00,2013-08-28 22:30:00,2013-08-28 11:30:00,2013-08-28 12:00:00,2013-08-28 16:30:00,2013-08-28 17:00:00,2013-08-28 00:00:00,2013-08-28 00:00:00,930,0,2013-01-17 14:59:52,KS
526,2013-08-29 00:00:00,2013,8,35,29,4,2013-08-29 06:00:00,2013-08-29 22:30:00,2013-08-29 11:30:00,2013-08-29 12:00:00,2013-08-29 16:30:00,2013-08-29 17:00:00,2013-08-29 00:00:00,2013-08-29 00:00:00,930,0,2013-01-17 14:59:52,KS
527,2013-08-30 00:00:00,2013,8,35,30,5,2013-08-30 06:00:00,2013-08-30 22:30:00,2013-08-30 11:30:00,2013-08-30 12:00:00,2013-08-30 16:30:00,2013-08-30 17:00:00,2013-08-30 00:00:00,2013-08-30 00:00:00,930,0,2013-01-17 14:59:52,KS
528,2013-09-02 00:00:00,2013,9,36,2,1,2013-09-02 06:00:00,2013-09-02 22:30:00,2013-09-02 11:30:00,2013-09-02 12:00:00,2013-09-02 16:30:00,2013-09-02 17:00:00,2013-09-02 00:00:00,2013-09-02 00:00:00,930,0,2013-01-17 14:59:52,KS
529,2013-09-03 00:00:00,2013,9,36,3,2,2013-09-03 06:00:00,2013-09-03 22:30:00,2013-09-03 11:30:00,2013-09-03 12:00:00,2013-09-03 16:30:00,2013-09-03 17:00:00,2013-09-03 00:00:00,2013-09-03 00:00:00,930,0,2013-01-17 14:59:52,KS
530,2013-09-04 00:00:00,2013,9,36,4,3,2013-09-04 06:00:00,2013-09-04 22:30:00,2013-09-04 11:30:00,2013-09-04 12:00:00,2013-09-04 16:30:00,2013-09-04 17:00:00,2013-09-04 00:00:00,2013-09-04 00:00:00,930,0,2013-01-17 14:59:52,KS
531,2013-09-05 00:00:00,2013,9,36,5,4,2013-09-05 06:00:00,2013-09-05 22:30:00,2013-09-05 11:30:00,2013-09-05 12:00:00,2013-09-05 16:30:00,2013-09-05 17:00:00,2013-09-05 00:00:00,2013-09-05 00:00:00,930,0,2013-01-17 14:59:52,KS
532,2013-09-06 00:00:00,2013,9,36,6,5,2013-09-06 06:00:00,2013-09-06 22:30:00,2013-09-06 11:30:00,2013-09-06 12:00:00,2013-09-06 16:30:00,2013-09-06 17:00:00,2013-09-06 00:00:00,2013-09-06 00:00:00,930,0,2013-01-17 14:59:52,KS
533,2013-09-09 00:00:00,2013,9,37,9,1,2013-09-09 06:00:00,2013-09-09 22:30:00,2013-09-09 11:30:00,2013-09-09 12:00:00,2013-09-09 16:30:00,2013-09-09 17:00:00,2013-09-09 00:00:00,2013-09-09 00:00:00,930,0,2013-01-17 14:59:52,KS
534,2013-09-10 00:00:00,2013,9,37,10,2,2013-09-10 06:00:00,2013-09-10 22:30:00,2013-09-10 11:30:00,2013-09-10 12:00:00,2013-09-10 16:30:00,2013-09-10 17:00:00,2013-09-10 00:00:00,2013-09-10 00:00:00,930,0,2013-01-17 14:59:52,KS
535,2013-09-11 00:00:00,2013,9,37,11,3,2013-09-11 06:00:00,2013-09-11 22:30:00,2013-09-11 11:30:00,2013-09-11 12:00:00,2013-09-11 16:30:00,2013-09-11 17:00:00,2013-09-11 00:00:00,2013-09-11 00:00:00,930,0,2013-01-17 14:59:52,KS
536,2013-09-12 00:00:00,2013,9,37,12,4,2013-09-12 06:00:00,2013-09-12 22:30:00,2013-09-12 11:30:00,2013-09-12 12:00:00,2013-09-12 16:30:00,2013-09-12 17:00:00,2013-09-12 00:00:00,2013-09-12 00:00:00,930,0,2013-01-17 14:59:52,KS
537,2013-09-13 00:00:00,2013,9,37,13,5,2013-09-13 06:00:00,2013-09-13 22:30:00,2013-09-13 11:30:00,2013-09-13 12:00:00,2013-09-13 16:30:00,2013-09-13 17:00:00,2013-09-13 00:00:00,2013-09-13 00:00:00,930,0,2013-01-17 14:59:52,KS
538,2013-09-16 00:00:00,2013,9,38,16,1,2013-09-16 06:00:00,2013-09-16 22:30:00,2013-09-16 11:30:00,2013-09-16 12:00:00,2013-09-16 16:30:00,2013-09-16 17:00:00,2013-09-16 00:00:00,2013-09-16 00:00:00,930,0,2013-01-17 14:59:52,KS
539,2013-09-17 00:00:00,2013,9,38,17,2,2013-09-17 06:00:00,2013-09-17 22:30:00,2013-09-17 11:30:00,2013-09-17 12:00:00,2013-09-17 16:30:00,2013-09-17 17:00:00,2013-09-17 00:00:00,2013-09-17 00:00:00,930,0,2013-01-17 14:59:52,KS
540,2013-09-18 00:00:00,2013,9,38,18,3,2013-09-18 06:00:00,2013-09-18 22:30:00,2013-09-18 11:30:00,2013-09-18 12:00:00,2013-09-18 16:30:00,2013-09-18 17:00:00,2013-09-18 00:00:00,2013-09-18 00:00:00,930,0,2013-01-17 14:59:52,KS
541,2013-09-19 00:00:00,2013,9,38,19,4,2013-09-19 06:00:00,2013-09-19 22:30:00,2013-09-19 11:30:00,2013-09-19 12:00:00,2013-09-19 16:30:00,2013-09-19 17:00:00,2013-09-19 00:00:00,2013-09-19 00:00:00,930,0,2013-01-17 14:59:52,KS
542,2013-09-20 00:00:00,2013,9,38,20,5,2013-09-20 06:00:00,2013-09-20 22:30:00,2013-09-20 11:30:00,2013-09-20 12:00:00,2013-09-20 16:30:00,2013-09-20 17:00:00,2013-09-20 00:00:00,2013-09-20 00:00:00,930,0,2013-01-17 14:59:52,KS
543,2013-09-23 00:00:00,2013,9,39,23,1,2013-09-23 06:00:00,2013-09-23 22:30:00,2013-09-23 11:30:00,2013-09-23 12:00:00,2013-09-23 16:30:00,2013-09-23 17:00:00,2013-09-23 00:00:00,2013-09-23 00:00:00,930,0,2013-01-17 14:59:52,KS
544,2013-09-24 00:00:00,2013,9,39,24,2,2013-09-24 06:00:00,2013-09-24 22:30:00,2013-09-24 11:30:00,2013-09-24 12:00:00,2013-09-24 16:30:00,2013-09-24 17:00:00,2013-09-24 00:00:00,2013-09-24 00:00:00,930,0,2013-01-17 14:59:52,KS
545,2013-09-25 00:00:00,2013,9,39,25,3,2013-09-25 06:00:00,2013-09-25 22:30:00,2013-09-25 11:30:00,2013-09-25 12:00:00,2013-09-25 16:30:00,2013-09-25 17:00:00,2013-09-25 00:00:00,2013-09-25 00:00:00,930,0,2013-01-17 14:59:52,KS
546,2013-09-26 00:00:00,2013,9,39,26,4,2013-09-26 06:00:00,2013-09-26 22:30:00,2013-09-26 11:30:00,2013-09-26 12:00:00,2013-09-26 16:30:00,2013-09-26 17:00:00,2013-09-26 00:00:00,2013-09-26 00:00:00,930,0,2013-01-17 14:59:52,KS
547,2013-09-27 00:00:00,2013,9,39,27,5,2013-09-27 06:00:00,2013-09-27 22:30:00,2013-09-27 11:30:00,2013-09-27 12:00:00,2013-09-27 16:30:00,2013-09-27 17:00:00,2013-09-27 00:00:00,2013-09-27 00:00:00,930,0,2013-01-17 14:59:52,KS
548,2013-09-30 00:00:00,2013,9,40,30,1,2013-09-30 06:00:00,2013-09-30 22:30:00,2013-09-30 11:30:00,2013-09-30 12:00:00,2013-09-30 16:30:00,2013-09-30 17:00:00,2013-09-30 00:00:00,2013-09-30 00:00:00,930,0,2013-01-17 14:59:52,KS
549,2013-10-01 00:00:00,2013,10,40,1,2,2013-10-01 06:00:00,2013-10-01 22:30:00,2013-10-01 11:30:00,2013-10-01 12:00:00,2013-10-01 16:30:00,2013-10-01 17:00:00,2013-10-01 00:00:00,2013-10-01 00:00:00,930,0,2013-01-17 14:59:52,KS
550,2013-10-02 00:00:00,2013,10,40,2,3,2013-10-02 06:00:00,2013-10-02 22:30:00,2013-10-02 11:30:00,2013-10-02 12:00:00,2013-10-02 16:30:00,2013-10-02 17:00:00,2013-10-02 00:00:00,2013-10-02 00:00:00,930,0,2013-01-17 14:59:52,KS
551,2013-10-03 00:00:00,2013,10,40,3,4,2013-10-03 06:00:00,2013-10-03 22:30:00,2013-10-03 11:30:00,2013-10-03 12:00:00,2013-10-03 16:30:00,2013-10-03 17:00:00,2013-10-03 00:00:00,2013-10-03 00:00:00,930,0,2013-01-17 14:59:52,KS
552,2013-10-04 00:00:00,2013,10,40,4,5,2013-10-04 06:00:00,2013-10-04 22:30:00,2013-10-04 11:30:00,2013-10-04 12:00:00,2013-10-04 16:30:00,2013-10-04 17:00:00,2013-10-04 00:00:00,2013-10-04 00:00:00,930,0,2013-01-17 14:59:52,KS
553,2013-10-07 00:00:00,2013,10,41,7,1,2013-10-07 06:00:00,2013-10-07 22:30:00,2013-10-07 11:30:00,2013-10-07 12:00:00,2013-10-07 16:30:00,2013-10-07 17:00:00,2013-10-07 00:00:00,2013-10-07 00:00:00,930,0,2013-01-17 14:59:52,KS
554,2013-10-08 00:00:00,2013,10,41,8,2,2013-10-08 06:00:00,2013-10-08 22:30:00,2013-10-08 11:30:00,2013-10-08 12:00:00,2013-10-08 16:30:00,2013-10-08 17:00:00,2013-10-08 00:00:00,2013-10-08 00:00:00,930,0,2013-01-17 14:59:52,KS
555,2013-10-09 00:00:00,2013,10,41,9,3,2013-10-09 06:00:00,2013-10-09 22:30:00,2013-10-09 11:30:00,2013-10-09 12:00:00,2013-10-09 16:30:00,2013-10-09 17:00:00,2013-10-09 00:00:00,2013-10-09 00:00:00,930,0,2013-01-17 14:59:52,KS
556,2013-10-10 00:00:00,2013,10,41,10,4,2013-10-10 06:00:00,2013-10-10 22:30:00,2013-10-10 11:30:00,2013-10-10 12:00:00,2013-10-10 16:30:00,2013-10-10 17:00:00,2013-10-10 00:00:00,2013-10-10 00:00:00,930,0,2013-01-17 14:59:52,KS
557,2013-10-11 00:00:00,2013,10,41,11,5,2013-10-11 06:00:00,2013-10-11 22:30:00,2013-10-11 11:30:00,2013-10-11 12:00:00,2013-10-11 16:30:00,2013-10-11 17:00:00,2013-10-11 00:00:00,2013-10-11 00:00:00,930,0,2013-01-17 14:59:52,KS
558,2013-10-14 00:00:00,2013,10,42,14,1,2013-10-14 06:00:00,2013-10-14 22:30:00,2013-10-14 11:30:00,2013-10-14 12:00:00,2013-10-14 16:30:00,2013-10-14 17:00:00,2013-10-14 00:00:00,2013-10-14 00:00:00,930,0,2013-01-17 14:59:52,KS
559,2013-10-15 00:00:00,2013,10,42,15,2,2013-10-15 06:00:00,2013-10-15 22:30:00,2013-10-15 11:30:00,2013-10-15 12:00:00,2013-10-15 16:30:00,2013-10-15 17:00:00,2013-10-15 00:00:00,2013-10-15 00:00:00,930,0,2013-01-17 14:59:52,KS
560,2013-10-16 00:00:00,2013,10,42,16,3,2013-10-16 06:00:00,2013-10-16 22:30:00,2013-10-16 11:30:00,2013-10-16 12:00:00,2013-10-16 16:30:00,2013-10-16 17:00:00,2013-10-16 00:00:00,2013-10-16 00:00:00,930,0,2013-01-17 14:59:52,KS
561,2013-10-17 00:00:00,2013,10,42,17,4,2013-10-17 06:00:00,2013-10-17 22:30:00,2013-10-17 11:30:00,2013-10-17 12:00:00,2013-10-17 16:30:00,2013-10-17 17:00:00,2013-10-17 00:00:00,2013-10-17 00:00:00,930,0,2013-01-17 14:59:52,KS
562,2013-10-18 00:00:00,2013,10,42,18,5,2013-10-18 06:00:00,2013-10-18 22:30:00,2013-10-18 11:30:00,2013-10-18 12:00:00,2013-10-18 16:30:00,2013-10-18 17:00:00,2013-10-18 00:00:00,2013-10-18 00:00:00,930,0,2013-01-17 14:59:52,KS
563,2013-10-21 00:00:00,2013,10,43,21,1,2013-10-21 06:00:00,2013-10-21 22:30:00,2013-10-21 11:30:00,2013-10-21 12:00:00,2013-10-21 16:30:00,2013-10-21 17:00:00,2013-10-21 00:00:00,2013-10-21 00:00:00,930,0,2013-01-17 14:59:52,KS
564,2013-10-22 00:00:00,2013,10,43,22,2,2013-10-22 06:00:00,2013-10-22 22:30:00,2013-10-22 11:30:00,2013-10-22 12:00:00,2013-10-22 16:30:00,2013-10-22 17:00:00,2013-10-22 00:00:00,2013-10-22 00:00:00,930,0,2013-01-17 14:59:52,KS
565,2013-10-23 00:00:00,2013,10,43,23,3,2013-10-23 06:00:00,2013-10-23 22:30:00,2013-10-23 11:30:00,2013-10-23 12:00:00,2013-10-23 16:30:00,2013-10-23 17:00:00,2013-10-23 00:00:00,2013-10-23 00:00:00,930,0,2013-01-17 14:59:52,KS
566,2013-10-24 00:00:00,2013,10,43,24,4,2013-10-24 06:00:00,2013-10-24 22:30:00,2013-10-24 11:30:00,2013-10-24 12:00:00,2013-10-24 16:30:00,2013-10-24 17:00:00,2013-10-24 00:00:00,2013-10-24 00:00:00,930,0,2013-01-17 14:59:52,KS
567,2013-10-25 00:00:00,2013,10,43,25,5,2013-10-25 06:00:00,2013-10-25 22:30:00,2013-10-25 11:30:00,2013-10-25 12:00:00,2013-10-25 16:30:00,2013-10-25 17:00:00,2013-10-25 00:00:00,2013-10-25 00:00:00,930,0,2013-01-17 14:59:52,KS
568,2013-10-28 00:00:00,2013,10,44,28,1,2013-10-28 06:00:00,2013-10-28 22:30:00,2013-10-28 11:30:00,2013-10-28 12:00:00,2013-10-28 16:30:00,2013-10-28 17:00:00,2013-10-28 00:00:00,2013-10-28 00:00:00,930,0,2013-01-17 14:59:52,KS
569,2013-10-29 00:00:00,2013,10,44,29,2,2013-10-29 06:00:00,2013-10-29 22:30:00,2013-10-29 11:30:00,2013-10-29 12:00:00,2013-10-29 16:30:00,2013-10-29 17:00:00,2013-10-29 00:00:00,2013-10-29 00:00:00,930,0,2013-01-17 14:59:52,KS
570,2013-10-30 00:00:00,2013,10,44,30,3,2013-10-30 06:00:00,2013-10-30 22:30:00,2013-10-30 11:30:00,2013-10-30 12:00:00,2013-10-30 16:30:00,2013-10-30 17:00:00,2013-10-30 00:00:00,2013-10-30 00:00:00,930,0,2013-01-17 14:59:52,KS
571,2013-10-31 00:00:00,2013,10,44,31,4,2013-10-31 06:00:00,2013-10-31 22:30:00,2013-10-31 11:30:00,2013-10-31 12:00:00,2013-10-31 16:30:00,2013-10-31 17:00:00,2013-10-31 00:00:00,2013-10-31 00:00:00,930,0,2013-01-17 14:59:52,KS
572,2013-11-01 00:00:00,2013,11,44,1,5,2013-11-01 06:00:00,2013-11-01 22:30:00,2013-11-01 11:30:00,2013-11-01 12:00:00,2013-11-01 16:30:00,2013-11-01 17:00:00,2013-11-01 00:00:00,2013-11-01 00:00:00,930,0,2013-01-17 14:59:52,KS
573,2013-11-04 00:00:00,2013,11,45,4,1,2013-11-04 06:00:00,2013-11-04 22:30:00,2013-11-04 11:30:00,2013-11-04 12:00:00,2013-11-04 16:30:00,2013-11-04 17:00:00,2013-11-04 00:00:00,2013-11-04 00:00:00,930,0,2013-01-17 14:59:52,KS
574,2013-11-05 00:00:00,2013,11,45,5,2,2013-11-05 06:00:00,2013-11-05 22:30:00,2013-11-05 11:30:00,2013-11-05 12:00:00,2013-11-05 16:30:00,2013-11-05 17:00:00,2013-11-05 00:00:00,2013-11-05 00:00:00,930,0,2013-01-17 14:59:52,KS
575,2013-11-06 00:00:00,2013,11,45,6,3,2013-11-06 06:00:00,2013-11-06 22:30:00,2013-11-06 11:30:00,2013-11-06 12:00:00,2013-11-06 16:30:00,2013-11-06 17:00:00,2013-11-06 00:00:00,2013-11-06 00:00:00,930,0,2013-01-17 14:59:52,KS
576,2013-11-07 00:00:00,2013,11,45,7,4,2013-11-07 06:00:00,2013-11-07 22:30:00,2013-11-07 11:30:00,2013-11-07 12:00:00,2013-11-07 16:30:00,2013-11-07 17:00:00,2013-11-07 00:00:00,2013-11-07 00:00:00,930,0,2013-01-17 14:59:52,KS
577,2013-11-08 00:00:00,2013,11,45,8,5,2013-11-08 06:00:00,2013-11-08 22:30:00,2013-11-08 11:30:00,2013-11-08 12:00:00,2013-11-08 16:30:00,2013-11-08 17:00:00,2013-11-08 00:00:00,2013-11-08 00:00:00,930,0,2013-01-17 14:59:52,KS
578,2013-11-11 00:00:00,2013,11,46,11,1,2013-11-11 06:00:00,2013-11-11 22:30:00,2013-11-11 11:30:00,2013-11-11 12:00:00,2013-11-11 16:30:00,2013-11-11 17:00:00,2013-11-11 00:00:00,2013-11-11 00:00:00,930,0,2013-01-17 14:59:52,KS
579,2013-11-12 00:00:00,2013,11,46,12,2,2013-11-12 06:00:00,2013-11-12 22:30:00,2013-11-12 11:30:00,2013-11-12 12:00:00,2013-11-12 16:30:00,2013-11-12 17:00:00,2013-11-12 00:00:00,2013-11-12 00:00:00,930,0,2013-01-17 14:59:52,KS
580,2013-11-13 00:00:00,2013,11,46,13,3,2013-11-13 06:00:00,2013-11-13 22:30:00,2013-11-13 11:30:00,2013-11-13 12:00:00,2013-11-13 16:30:00,2013-11-13 17:00:00,2013-11-13 00:00:00,2013-11-13 00:00:00,930,0,2013-01-17 14:59:52,KS
581,2013-11-14 00:00:00,2013,11,46,14,4,2013-11-14 06:00:00,2013-11-14 22:30:00,2013-11-14 11:30:00,2013-11-14 12:00:00,2013-11-14 16:30:00,2013-11-14 17:00:00,2013-11-14 00:00:00,2013-11-14 00:00:00,930,0,2013-01-17 14:59:52,KS
