,DATUM,ID_MASCHINE,MSTART,MENDE,MP1_START,MP1_ENDE,MP2_START,MP2_ENDE,MP3_START,MP3_ENDE,MZEIT_MIN,KURZBEZ,AENDERUNG_DATUM,AENDERUNG_USER
246,2012-03-12 00:00:00,13,2012-03-12 05:00:00,2012-03-12 15:30:00,2012-03-12 08:00:00,2012-03-12 08:30:00,2012-03-12 12:00:00,2012-03-12 12:45:00,2012-03-12 14:15:00,2012-03-12 14:30:00,540,,2012-02-02 10:00:00,AUTO
247,2012-03-12 00:00:00,29,2012-03-12 05:00:00,2012-03-12 15:30:00,2012-03-12 08:00:00,2012-03-12 08:30:00,2012-03-12 12:00:00,2012-03-12 12:45:00,2012-03-12 14:15:00,2012-03-12 14:30:00,540,,2012-02-02 10:00:00,AUTO
248,2012-03-13 00:00:00,9,2012-03-13 05:00:00,2012-03-13 15:30:00,2012-03-13 08:00:00,2012-03-13 08:30:00,2012-03-13 12:00:00,2012-03-13 12:45:00,2012-03-13 14:15:00,2012-03-13 14:30:00,540,,2012-02-02 10:00:00,AUTO
249,2012-03-13 00:00:00,10,2012-03-13 05:00:00,2012-03-13 15:30:00,2012-03-13 08:00:00,2012-03-13 08:30:00,2012-03-13 12:00:00,2012-03-13 12:45:00,2012-03-13 14:15:00,2012-03-13 14:30:00,540,,2012-02-02 10:00:00,AUTO
250,2012-03-13 00:00:00,12,2012-03-13 05:00:00,2012-03-13 15:30:00,2012-03-13 08:00:00,2012-03-13 08:30:00,2012-03-13 12:00:00,2012-03-13 12:45:00,2012-03-13 14:15:00,2012-03-13 14:30:00,540,,2012-02-02 10:00:00,AUTO
251,2012-03-13 00:00:00,13,2012-03-13 05:00:00,2012-03-13 15:30:00,2012-03-13 08:00:00,2012-03-13 08:30:00,2012-03-13 12:00:00,2012-03-13 12:45:00,2012-03-13 14:15:00,2012-03-13 14:30:00,540,,2012-02-02 10:00:00,AUTO
252,2012-03-13 00:00:00,29,2012-03-13 05:00:00,2012-03-13 15:30:00,2012-03-13 08:00:00,2012-03-13 08:30:00,2012-03-13 12:00:00,2012-03-13 12:45:00,2012-03-13 14:15:00,2012-03-13 14:30:00,540,,2012-02-02 10:00:00,AUTO
253,2012-03-14 00:00:00,1,2012-03-14 05:30:00,2012-03-14 16:30:00,2012-03-14 08:30:00,2012-03-14 09:00:00,2012-03-14 12:00:00,2012-03-14 12:45:00,2012-03-14 14:30:00,2012-03-14 14:45:00,570,,2012-02-08 10:18:54,GM
254,2012-03-14 00:00:00,2,2012-03-14 05:30:00,2012-03-14 16:30:00,2012-03-14 08:30:00,2012-03-14 09:00:00,2012-03-14 12:00:00,2012-03-14 12:45:00,2012-03-14 14:30:00,2012-03-14 14:45:00,570,,2012-02-02 10:00:00,AUTO
255,2012-03-14 00:00:00,4,2012-03-14 05:30:00,2012-03-14 16:30:00,2012-03-14 08:30:00,2012-03-14 09:00:00,2012-03-14 12:00:00,2012-03-14 12:45:00,2012-03-14 14:30:00,2012-03-14 14:45:00,570,,2012-02-02 10:00:00,AUTO
256,2012-03-14 00:00:00,9,2012-03-14 06:00:00,2012-03-14 15:30:00,2012-03-14 08:00:00,2012-03-14 08:30:00,2012-03-14 12:00:00,2012-03-14 12:45:00,2012-03-14 14:00:00,2012-03-14 14:15:00,480,,2012-02-08 10:21:06,GM
257,2012-03-14 00:00:00,10,2012-03-14 06:00:00,2012-03-14 15:30:00,2012-03-14 08:00:00,2012-03-14 08:30:00,2012-03-14 12:00:00,2012-03-14 12:45:00,2012-03-14 14:00:00,2012-03-14 14:15:00,480,,2012-02-08 10:21:23,GM
258,2012-03-14 00:00:00,12,2012-03-14 06:00:00,2012-03-14 15:30:00,2012-03-14 08:00:00,2012-03-14 08:30:00,2012-03-14 12:00:00,2012-03-14 12:45:00,2012-03-14 14:00:00,2012-03-14 14:15:00,480,,2012-02-08 10:21:15,GM
259,2012-03-14 00:00:00,13,2012-03-14 06:00:00,2012-03-14 15:30:00,2012-03-14 08:00:00,2012-03-14 08:30:00,2012-03-14 12:00:00,2012-03-14 12:45:00,2012-03-14 14:00:00,2012-03-14 14:15:00,480,,2012-02-08 10:21:29,GM
260,2012-03-14 00:00:00,29,2012-03-14 06:00:00,2012-03-14 15:30:00,2012-03-14 08:00:00,2012-03-14 08:30:00,2012-03-14 12:00:00,2012-03-14 12:45:00,2012-03-14 14:00:00,2012-03-14 14:15:00,480,,2012-02-08 10:20:50,GM
261,2012-03-16 00:00:00,1,2012-03-16 05:30:00,2012-03-16 16:30:00,2012-03-16 08:30:00,2012-03-16 09:00:00,2012-03-16 12:00:00,2012-03-16 12:45:00,2012-03-16 14:30:00,2012-03-16 14:45:00,570,,2012-02-08 10:18:54,GM
262,2012-03-16 00:00:00,2,2012-03-16 05:30:00,2012-03-16 16:30:00,2012-03-16 08:30:00,2012-03-16 09:00:00,2012-03-16 12:00:00,2012-03-16 12:45:00,2012-03-16 14:30:00,2012-03-16 14:45:00,570,,2012-02-02 10:00:00,AUTO
263,2012-03-16 00:00:00,4,2012-03-16 05:30:00,2012-03-16 16:30:00,2012-03-16 08:30:00,2012-03-16 09:00:00,2012-03-16 12:00:00,2012-03-16 12:45:00,2012-03-16 14:30:00,2012-03-16 14:45:00,570,,2012-02-02 10:00:00,AUTO
264,2012-03-19 00:00:00,2,2012-03-19 06:00:00,2012-03-19 16:30:00,2012-03-19 08:30:00,2012-03-19 09:00:00,2012-03-19 12:00:00,2012-03-19 12:45:00,2012-03-19 14:30:00,2012-03-19 14:45:00,540,,2012-02-06 17:43:45,GM
265,2012-03-19 00:00:00,4,2012-03-19 05:30:00,2012-03-19 16:30:00,2012-03-19 08:30:00,2012-03-19 09:00:00,2012-03-19 12:00:00,2012-03-19 12:45:00,2012-03-19 14:30:00,2012-03-19 14:45:00,570,,2012-02-02 10:00:00,AUTO
266,2012-03-19 00:00:00,9,2012-03-19 05:00:00,2012-03-19 15:30:00,2012-03-19 08:00:00,2012-03-19 08:30:00,2012-03-19 12:00:00,2012-03-19 12:45:00,2012-03-19 14:15:00,2012-03-19 14:30:00,540,,2012-02-02 10:00:00,AUTO
267,2012-03-19 00:00:00,10,2012-03-19 05:00:00,2012-03-19 15:30:00,2012-03-19 08:00:00,2012-03-19 08:30:00,2012-03-19 12:00:00,2012-03-19 12:45:00,2012-03-19 14:15:00,2012-03-19 14:30:00,540,,2012-02-02 10:00:00,AUTO
268,2012-03-19 00:00:00,12,2012-03-19 05:00:00,2012-03-19 15:30:00,2012-03-19 08:00:00,2012-03-19 08:30:00,2012-03-19 12:00:00,2012-03-19 12:45:00,2012-03-19 14:15:00,2012-03-19 14:30:00,540,,2012-02-02 10:00:00,AUTO
269,2012-03-19 00:00:00,13,2012-03-19 05:00:00,2012-03-19 15:30:00,2012-03-19 08:00:00,2012-03-19 08:30:00,2012-03-19 12:00:00,2012-03-19 12:45:00,2012-03-19 14:15:00,2012-03-19 14:30:00,540,,2012-02-02 10:00:00,AUTO
270,2012-03-19 00:00:00,29,2012-03-19 05:00:00,2012-03-19 15:30:00,2012-03-19 08:00:00,2012-03-19 08:30:00,2012-03-19 12:00:00,2012-03-19 12:45:00,2012-03-19 14:15:00,2012-03-19 14:30:00,540,,2012-02-02 10:00:00,AUTO
271,2012-03-20 00:00:00,2,2012-03-20 05:30:00,2012-03-20 16:30:00,2012-03-20 08:30:00,2012-03-20 09:00:00,2012-03-20 12:00:00,2012-03-20 12:45:00,2012-03-20 14:30:00,2012-03-20 14:45:00,570,,2012-03-20 00:00:00,GM
272,2012-03-20 00:00:00,9,2012-03-20 05:00:00,2012-03-20 15:30:00,2012-03-20 08:00:00,2012-03-20 08:30:00,2012-03-20 12:00:00,2012-03-20 12:45:00,2012-03-20 14:15:00,2012-03-20 14:30:00,540,,2012-02-02 10:00:00,AUTO
273,2012-03-20 00:00:00,10,2012-03-20 05:00:00,2012-03-20 15:30:00,2012-03-20 08:00:00,2012-03-20 08:30:00,2012-03-20 12:00:00,2012-03-20 12:45:00,2012-03-20 14:15:00,2012-03-20 14:30:00,540,,2012-02-02 10:00:00,AUTO
274,2012-03-20 00:00:00,12,2012-03-20 05:00:00,2012-03-20 15:30:00,2012-03-20 08:00:00,2012-03-20 08:30:00,2012-03-20 12:00:00,2012-03-20 12:45:00,2012-03-20 14:15:00,2012-03-20 14:30:00,540,,2012-02-02 10:00:00,AUTO
275,2012-03-20 00:00:00,13,2012-03-20 05:00:00,2012-03-20 15:30:00,2012-03-20 08:00:00,2012-03-20 08:30:00,2012-03-20 12:00:00,2012-03-20 12:45:00,2012-03-20 14:15:00,2012-03-20 14:30:00,540,,2012-02-02 10:00:00,AUTO
276,2012-03-20 00:00:00,29,2012-03-20 05:00:00,2012-03-20 15:30:00,2012-03-20 08:00:00,2012-03-20 08:30:00,2012-03-20 12:00:00,2012-03-20 12:45:00,2012-03-20 14:15:00,2012-03-20 14:30:00,540,,2012-02-02 10:00:00,AUTO
277,2012-03-21 00:00:00,1,2012-03-21 05:30:00,2012-03-21 16:30:00,2012-03-21 08:30:00,2012-03-21 09:00:00,2012-03-21 12:00:00,2012-03-21 12:45:00,2012-03-21 14:30:00,2012-03-21 14:45:00,570,,2012-02-08 10:18:54,GM
278,2012-03-21 00:00:00,2,2012-03-21 05:30:00,2012-03-21 16:30:00,2012-03-21 08:30:00,2012-03-21 09:00:00,2012-03-21 12:00:00,2012-03-21 12:45:00,2012-03-21 14:30:00,2012-03-21 14:45:00,570,,2012-02-02 10:00:00,AUTO
279,2012-03-21 00:00:00,4,2012-03-21 05:30:00,2012-03-21 16:30:00,2012-03-21 08:30:00,2012-03-21 09:00:00,2012-03-21 12:00:00,2012-03-21 12:45:00,2012-03-21 14:30:00,2012-03-21 14:45:00,570,,2012-02-02 10:00:00,AUTO
280,2012-03-21 00:00:00,9,2012-03-21 06:00:00,2012-03-21 15:30:00,2012-03-21 08:00:00,2012-03-21 08:30:00,2012-03-21 12:00:00,2012-03-21 12:45:00,2012-03-21 14:00:00,2012-03-21 14:15:00,480,,2012-02-08 10:21:06,GM
281,2012-03-21 00:00:00,10,2012-03-21 06:00:00,2012-03-21 15:30:00,2012-03-21 08:00:00,2012-03-21 08:30:00,2012-03-21 12:00:00,2012-03-21 12:45:00,2012-03-21 14:00:00,2012-03-21 14:15:00,480,,2012-02-08 10:21:23,GM
282,2012-03-21 00:00:00,12,2012-03-21 06:00:00,2012-03-21 15:30:00,2012-03-21 08:00:00,2012-03-21 08:30:00,2012-03-21 12:00:00,2012-03-21 12:45:00,2012-03-21 14:00:00,2012-03-21 14:15:00,480,,2012-02-08 10:21:15,GM
283,2012-03-21 00:00:00,13,2012-03-21 06:00:00,2012-03-21 15:30:00,2012-03-21 08:00:00,2012-03-21 08:30:00,2012-03-21 12:00:00,2012-03-21 12:45:00,2012-03-21 14:00:00,2012-03-21 14:15:00,480,,2012-02-08 10:21:29,GM
284,2012-03-21 00:00:00,29,2012-03-21 06:00:00,2012-03-21 15:30:00,2012-03-21 08:00:00,2012-03-21 08:30:00,2012-03-21 12:00:00,2012-03-21 12:45:00,2012-03-21 14:00:00,2012-03-21 14:15:00,480,,2012-02-08 10:20:50,GM
285,2012-03-23 00:00:00,1,2012-03-23 05:30:00,2012-03-23 16:30:00,2012-03-23 08:30:00,2012-03-23 09:00:00,2012-03-23 12:00:00,2012-03-23 12:45:00,2012-03-23 14:30:00,2012-03-23 14:45:00,570,,2012-02-08 10:18:54,GM
286,2012-03-23 00:00:00,2,2012-03-23 05:30:00,2012-03-23 16:30:00,2012-03-23 08:30:00,2012-03-23 09:00:00,2012-03-23 12:00:00,2012-03-23 12:45:00,2012-03-23 14:30:00,2012-03-23 14:45:00,570,,2012-02-02 10:00:00,AUTO
287,2012-03-23 00:00:00,4,2012-03-23 05:30:00,2012-03-23 16:30:00,2012-03-23 08:30:00,2012-03-23 09:00:00,2012-03-23 12:00:00,2012-03-23 12:45:00,2012-03-23 14:30:00,2012-03-23 14:45:00,570,,2012-02-02 10:00:00,AUTO
288,2012-03-26 00:00:00,2,2012-03-26 05:30:00,2012-03-26 16:30:00,2012-03-26 08:30:00,2012-03-26 09:00:00,2012-03-26 12:00:00,2012-03-26 12:45:00,2012-03-26 14:30:00,2012-03-26 14:45:00,570,,2012-02-02 10:00:00,AUTO
289,2012-03-26 00:00:00,4,2012-03-26 05:30:00,2012-03-26 16:30:00,2012-03-26 08:30:00,2012-03-26 09:00:00,2012-03-26 12:00:00,2012-03-26 12:45:00,2012-03-26 14:30:00,2012-03-26 14:45:00,570,,2012-02-02 10:00:00,AUTO
290,2012-03-26 00:00:00,9,2012-03-26 05:00:00,2012-03-26 15:30:00,2012-03-26 08:00:00,2012-03-26 08:30:00,2012-03-26 12:00:00,2012-03-26 12:45:00,2012-03-26 14:15:00,2012-03-26 14:30:00,540,,2012-02-02 10:00:00,AUTO
291,2012-03-26 00:00:00,10,2012-03-26 05:00:00,2012-03-26 15:30:00,2012-03-26 08:00:00,2012-03-26 08:30:00,2012-03-26 12:00:00,2012-03-26 12:45:00,2012-03-26 14:15:00,2012-03-26 14:30:00,540,,2012-02-02 10:00:00,AUTO
292,2012-03-26 00:00:00,12,2012-03-26 05:00:00,2012-03-26 15:30:00,2012-03-26 08:00:00,2012-03-26 08:30:00,2012-03-26 12:00:00,2012-03-26 12:45:00,2012-03-26 14:15:00,2012-03-26 14:30:00,540,,2012-02-02 10:00:00,AUTO
293,2012-03-26 00:00:00,13,2012-03-26 05:00:00,2012-03-26 15:30:00,2012-03-26 08:00:00,2012-03-26 08:30:00,2012-03-26 12:00:00,2012-03-26 12:45:00,2012-03-26 14:15:00,2012-03-26 14:30:00,540,,2012-02-02 10:00:00,AUTO
294,2012-03-26 00:00:00,29,2012-03-26 05:00:00,2012-03-26 15:30:00,2012-03-26 08:00:00,2012-03-26 08:30:00,2012-03-26 12:00:00,2012-03-26 12:45:00,2012-03-26 14:15:00,2012-03-26 14:30:00,540,,2012-02-02 10:00:00,AUTO
295,2012-03-27 00:00:00,9,2012-03-27 05:00:00,2012-03-27 15:30:00,2012-03-27 08:00:00,2012-03-27 08:30:00,2012-03-27 12:00:00,2012-03-27 12:45:00,2012-03-27 14:15:00,2012-03-27 14:30:00,540,,2012-02-02 10:00:00,AUTO
296,2012-03-27 00:00:00,10,2012-03-27 05:00:00,2012-03-27 15:30:00,2012-03-27 08:00:00,2012-03-27 08:30:00,2012-03-27 12:00:00,2012-03-27 12:45:00,2012-03-27 14:15:00,2012-03-27 14:30:00,540,,2012-02-02 10:00:00,AUTO
297,2012-03-27 00:00:00,12,2012-03-27 05:00:00,2012-03-27 15:30:00,2012-03-27 08:00:00,2012-03-27 08:30:00,2012-03-27 12:00:00,2012-03-27 12:45:00,2012-03-27 14:15:00,2012-03-27 14:30:00,540,,2012-02-02 10:00:00,AUTO
298,2012-03-27 00:00:00,13,2012-03-27 05:00:00,2012-03-27 15:30:00,2012-03-27 08:00:00,2012-03-27 08:30:00,2012-03-27 12:00:00,2012-03-27 12:45:00,2012-03-27 14:15:00,2012-03-27 14:30:00,540,,2012-02-02 10:00:00,AUTO
299,2012-03-27 00:00:00,29,2012-03-27 05:00:00,2012-03-27 15:30:00,2012-03-27 08:00:00,2012-03-27 08:30:00,2012-03-27 12:00:00,2012-03-27 12:45:00,2012-03-27 14:15:00,2012-03-27 14:30:00,540,,2012-02-02 10:00:00,AUTO
300,2012-03-28 00:00:00,1,2012-03-28 05:30:00,2012-03-28 16:30:00,2012-03-28 08:30:00,2012-03-28 09:00:00,2012-03-28 12:00:00,2012-03-28 12:45:00,2012-03-28 14:30:00,2012-03-28 14:45:00,570,,2012-02-08 10:18:54,GM
301,2012-03-28 00:00:00,2,2012-03-28 05:30:00,2012-03-28 16:30:00,2012-03-28 08:30:00,2012-03-28 09:00:00,2012-03-28 12:00:00,2012-03-28 12:45:00,2012-03-28 14:30:00,2012-03-28 14:45:00,570,,2012-02-02 10:00:00,AUTO
302,2012-03-28 00:00:00,4,2012-03-28 05:30:00,2012-03-28 16:30:00,2012-03-28 08:30:00,2012-03-28 09:00:00,2012-03-28 12:00:00,2012-03-28 12:45:00,2012-03-28 14:30:00,2012-03-28 14:45:00,570,,2012-02-02 10:00:00,AUTO
303,2012-03-28 00:00:00,9,2012-03-28 06:00:00,2012-03-28 15:30:00,2012-03-28 08:00:00,2012-03-28 08:30:00,2012-03-28 12:00:00,2012-03-28 12:45:00,2012-03-28 14:00:00,2012-03-28 14:15:00,480,,2012-02-08 10:21:06,GM
304,2012-03-28 00:00:00,10,2012-03-28 06:00:00,2012-03-28 15:30:00,2012-03-28 08:00:00,2012-03-28 08:30:00,2012-03-28 12:00:00,2012-03-28 12:45:00,2012-03-28 14:00:00,2012-03-28 14:15:00,480,,2012-02-08 10:21:23,GM
305,2012-03-28 00:00:00,12,2012-03-28 06:00:00,2012-03-28 15:30:00,2012-03-28 08:00:00,2012-03-28 08:30:00,2012-03-28 12:00:00,2012-03-28 12:45:00,2012-03-28 14:00:00,2012-03-28 14:15:00,480,,2012-02-08 10:21:15,GM
306,2012-03-28 00:00:00,13,2012-03-28 06:00:00,2012-03-28 15:30:00,2012-03-28 08:00:00,2012-03-28 08:30:00,2012-03-28 12:00:00,2012-03-28 12:45:00,2012-03-28 14:00:00,2012-03-28 14:15:00,480,,2012-02-08 10:21:29,GM
307,2012-03-28 00:00:00,29,2012-03-28 06:00:00,2012-03-28 15:30:00,2012-03-28 08:00:00,2012-03-28 08:30:00,2012-03-28 12:00:00,2012-03-28 12:45:00,2012-03-28 14:00:00,2012-03-28 14:15:00,480,,2012-02-08 10:20:50,GM
308,2012-03-30 00:00:00,1,2012-03-30 05:30:00,2012-03-30 16:30:00,2012-03-30 08:30:00,2012-03-30 09:00:00,2012-03-30 12:00:00,2012-03-30 12:45:00,2012-03-30 14:30:00,2012-03-30 14:45:00,570,,2012-02-08 10:18:54,GM
309,2012-03-30 00:00:00,2,2012-03-30 05:30:00,2012-03-30 16:30:00,2012-03-30 08:30:00,2012-03-30 09:00:00,2012-03-30 12:00:00,2012-03-30 12:45:00,2012-03-30 14:30:00,2012-03-30 14:45:00,570,,2012-02-02 10:00:00,AUTO
310,2012-03-30 00:00:00,4,2012-03-30 05:30:00,2012-03-30 16:30:00,2012-03-30 08:30:00,2012-03-30 09:00:00,2012-03-30 12:00:00,2012-03-30 12:45:00,2012-03-30 14:30:00,2012-03-30 14:45:00,570,,2012-02-02 10:00:00,AUTO
311,2012-04-02 00:00:00,2,2012-04-02 05:30:00,2012-04-02 16:30:00,2012-04-02 08:30:00,2012-04-02 09:00:00,2012-04-02 12:00:00,2012-04-02 12:45:00,2012-04-02 14:30:00,2012-04-02 14:45:00,570,,2012-02-02 10:00:00,AUTO
312,2012-04-02 00:00:00,4,2012-04-02 05:30:00,2012-04-02 16:30:00,2012-04-02 08:30:00,2012-04-02 09:00:00,2012-04-02 12:00:00,2012-04-02 12:45:00,2012-04-02 14:30:00,2012-04-02 14:45:00,570,,2012-02-02 10:00:00,AUTO
313,2012-04-02 00:00:00,9,2012-04-02 05:00:00,2012-04-02 15:30:00,2012-04-02 08:00:00,2012-04-02 08:30:00,2012-04-02 12:00:00,2012-04-02 12:45:00,2012-04-02 14:15:00,2012-04-02 14:30:00,540,,2012-02-02 10:00:00,AUTO
314,2012-04-02 00:00:00,10,2012-04-02 05:00:00,2012-04-02 15:30:00,2012-04-02 08:00:00,2012-04-02 08:30:00,2012-04-02 12:00:00,2012-04-02 12:45:00,2012-04-02 14:15:00,2012-04-02 14:30:00,540,,2012-02-02 10:00:00,AUTO
315,2012-04-02 00:00:00,12,2012-04-02 05:00:00,2012-04-02 15:30:00,2012-04-02 08:00:00,2012-04-02 08:30:00,2012-04-02 12:00:00,2012-04-02 12:45:00,2012-04-02 14:15:00,2012-04-02 14:30:00,540,,2012-02-02 10:00:00,AUTO
316,2012-04-02 00:00:00,13,2012-04-02 05:00:00,2012-04-02 15:30:00,2012-04-02 08:00:00,2012-04-02 08:30:00,2012-04-02 12:00:00,2012-04-02 12:45:00,2012-04-02 14:15:00,2012-04-02 14:30:00,540,,2012-02-02 10:00:00,AUTO
317,2012-04-02 00:00:00,29,2012-04-02 05:00:00,2012-04-02 15:30:00,2012-04-02 08:00:00,2012-04-02 08:30:00,2012-04-02 12:00:00,2012-04-02 12:45:00,2012-04-02 14:15:00,2012-04-02 14:30:00,540,,2012-02-02 10:00:00,AUTO
318,2012-04-03 00:00:00,9,2012-04-03 05:00:00,2012-04-03 15:30:00,2012-04-03 08:00:00,2012-04-03 08:30:00,2012-04-03 12:00:00,2012-04-03 12:45:00,2012-04-03 14:15:00,2012-04-03 14:30:00,540,,2012-02-02 10:00:00,AUTO
319,2012-04-03 00:00:00,10,2012-04-03 05:00:00,2012-04-03 15:30:00,2012-04-03 08:00:00,2012-04-03 08:30:00,2012-04-03 12:00:00,2012-04-03 12:45:00,2012-04-03 14:15:00,2012-04-03 14:30:00,540,,2012-02-02 10:00:00,AUTO
320,2012-04-03 00:00:00,12,2012-04-03 05:00:00,2012-04-03 15:30:00,2012-04-03 08:00:00,2012-04-03 08:30:00,2012-04-03 12:00:00,2012-04-03 12:45:00,2012-04-03 14:15:00,2012-04-03 14:30:00,540,,2012-02-02 10:00:00,AUTO
321,2012-04-03 00:00:00,13,2012-04-03 05:00:00,2012-04-03 15:30:00,2012-04-03 08:00:00,2012-04-03 08:30:00,2012-04-03 12:00:00,2012-04-03 12:45:00,2012-04-03 14:15:00,2012-04-03 14:30:00,540,,2012-02-02 10:00:00,AUTO
322,2012-04-03 00:00:00,29,2012-04-03 05:00:00,2012-04-03 15:30:00,2012-04-03 08:00:00,2012-04-03 08:30:00,2012-04-03 12:00:00,2012-04-03 12:45:00,2012-04-03 14:15:00,2012-04-03 14:30:00,540,,2012-02-02 10:00:00,AUTO
323,2012-04-04 00:00:00,1,2012-04-04 05:30:00,2012-04-04 16:30:00,2012-04-04 08:30:00,2012-04-04 09:00:00,2012-04-04 12:00:00,2012-04-04 12:45:00,2012-04-04 14:30:00,2012-04-04 14:45:00,570,,2012-02-08 10:18:54,GM
324,2012-04-04 00:00:00,2,2012-04-04 05:30:00,2012-04-04 16:30:00,2012-04-04 08:30:00,2012-04-04 09:00:00,2012-04-04 12:00:00,2012-04-04 12:45:00,2012-04-04 14:30:00,2012-04-04 14:45:00,570,,2012-02-02 10:00:00,AUTO
325,2012-04-04 00:00:00,4,2012-04-04 05:30:00,2012-04-04 16:30:00,2012-04-04 08:30:00,2012-04-04 09:00:00,2012-04-04 12:00:00,2012-04-04 12:45:00,2012-04-04 14:30:00,2012-04-04 14:45:00,570,,2012-02-02 10:00:00,AUTO
326,2012-04-04 00:00:00,9,2012-04-04 06:00:00,2012-04-04 15:30:00,2012-04-04 08:00:00,2012-04-04 08:30:00,2012-04-04 12:00:00,2012-04-04 12:45:00,2012-04-04 14:00:00,2012-04-04 14:15:00,480,,2012-02-08 10:21:06,GM
327,2012-04-04 00:00:00,10,2012-04-04 06:00:00,2012-04-04 15:30:00,2012-04-04 08:00:00,2012-04-04 08:30:00,2012-04-04 12:00:00,2012-04-04 12:45:00,2012-04-04 14:00:00,2012-04-04 14:15:00,480,,2012-02-08 10:21:23,GM
328,2012-04-04 00:00:00,12,2012-04-04 06:00:00,2012-04-04 15:30:00,2012-04-04 08:00:00,2012-04-04 08:30:00,2012-04-04 12:00:00,2012-04-04 12:45:00,2012-04-04 14:00:00,2012-04-04 14:15:00,480,,2012-02-08 10:21:15,GM
329,2012-04-04 00:00:00,13,2012-04-04 06:00:00,2012-04-04 15:30:00,2012-04-04 08:00:00,2012-04-04 08:30:00,2012-04-04 12:00:00,2012-04-04 12:45:00,2012-04-04 14:00:00,2012-04-04 14:15:00,480,,2012-02-08 10:21:29,GM
330,2012-04-04 00:00:00,29,2012-04-04 06:00:00,2012-04-04 15:30:00,2012-04-04 08:00:00,2012-04-04 08:30:00,2012-04-04 12:00:00,2012-04-04 12:45:00,2012-04-04 14:00:00,2012-04-04 14:15:00,480,,2012-02-08 10:20:50,GM
331,2012-04-06 00:00:00,1,2012-04-06 05:30:00,2012-04-06 16:30:00,2012-04-06 08:30:00,2012-04-06 09:00:00,2012-04-06 12:00:00,2012-04-06 12:45:00,2012-04-06 14:30:00,2012-04-06 14:45:00,570,,2012-02-08 10:18:54,GM
332,2012-04-10 00:00:00,9,2012-04-10 05:00:00,2012-04-10 15:30:00,2012-04-10 08:00:00,2012-04-10 08:30:00,2012-04-10 12:00:00,2012-04-10 12:45:00,2012-04-10 14:15:00,2012-04-10 14:30:00,540,,2012-02-02 10:00:00,AUTO
333,2012-04-10 00:00:00,10,2012-04-10 05:00:00,2012-04-10 15:30:00,2012-04-10 08:00:00,2012-04-10 08:30:00,2012-04-10 12:00:00,2012-04-10 12:45:00,2012-04-10 14:15:00,2012-04-10 14:30:00,540,,2012-02-02 10:00:00,AUTO
334,2012-04-10 00:00:00,12,2012-04-10 05:00:00,2012-04-10 15:30:00,2012-04-10 08:00:00,2012-04-10 08:30:00,2012-04-10 12:00:00,2012-04-10 12:45:00,2012-04-10 14:15:00,2012-04-10 14:30:00,540,,2012-02-02 10:00:00,AUTO
335,2012-04-10 00:00:00,13,2012-04-10 05:00:00,2012-04-10 15:30:00,2012-04-10 08:00:00,2012-04-10 08:30:00,2012-04-10 12:00:00,2012-04-10 12:45:00,2012-04-10 14:15:00,2012-04-10 14:30:00,540,,2012-02-02 10:00:00,AUTO
336,2012-04-10 00:00:00,29,2012-04-10 05:00:00,2012-04-10 15:30:00,2012-04-10 08:00:00,2012-04-10 08:30:00,2012-04-10 12:00:00,2012-04-10 12:45:00,2012-04-10 14:15:00,2012-04-10 14:30:00,540,,2012-02-02 10:00:00,AUTO
337,2012-04-11 00:00:00,1,2012-04-11 05:30:00,2012-04-11 16:30:00,2012-04-11 08:30:00,2012-04-11 09:00:00,2012-04-11 12:00:00,2012-04-11 12:45:00,2012-04-11 14:30:00,2012-04-11 14:45:00,570,,2012-02-08 10:18:54,GM
338,2012-04-11 00:00:00,2,2012-04-11 05:30:00,2012-04-11 16:30:00,2012-04-11 08:30:00,2012-04-11 09:00:00,2012-04-11 12:00:00,2012-04-11 12:45:00,2012-04-11 14:30:00,2012-04-11 14:45:00,570,,2012-02-02 10:00:00,AUTO
339,2012-04-11 00:00:00,4,2012-04-11 05:30:00,2012-04-11 16:30:00,2012-04-11 08:30:00,2012-04-11 09:00:00,2012-04-11 12:00:00,2012-04-11 12:45:00,2012-04-11 14:30:00,2012-04-11 14:45:00,570,,2012-02-02 10:00:00,AUTO
340,2012-04-11 00:00:00,9,2012-04-11 06:00:00,2012-04-11 15:30:00,2012-04-11 08:00:00,2012-04-11 08:30:00,2012-04-11 12:00:00,2012-04-11 12:45:00,2012-04-11 14:00:00,2012-04-11 14:15:00,480,,2012-02-08 10:21:06,GM
341,2012-04-11 00:00:00,10,2012-04-11 06:00:00,2012-04-11 15:30:00,2012-04-11 08:00:00,2012-04-11 08:30:00,2012-04-11 12:00:00,2012-04-11 12:45:00,2012-04-11 14:00:00,2012-04-11 14:15:00,480,,2012-02-08 10:21:23,GM
342,2012-04-11 00:00:00,12,2012-04-11 06:00:00,2012-04-11 15:30:00,2012-04-11 08:00:00,2012-04-11 08:30:00,2012-04-11 12:00:00,2012-04-11 12:45:00,2012-04-11 14:00:00,2012-04-11 14:15:00,480,,2012-02-08 10:21:15,GM
343,2012-04-11 00:00:00,13,2012-04-11 06:00:00,2012-04-11 15:30:00,2012-04-11 08:00:00,2012-04-11 08:30:00,2012-04-11 12:00:00,2012-04-11 12:45:00,2012-04-11 14:00:00,2012-04-11 14:15:00,480,,2012-02-08 10:21:29,GM
